BioBN,Node,Bias,Degree,Input,EC,ECgini
0,fyn,0.4375,4,1,0.5,0.0
0,fyn,0.4375,4,2,0.5,0.0
0,fyn,0.4375,4,3,0.5,0.0
0,gab2,0.1875,4,0,0.23958333333333337,0.18493145820980822
0,gab2,0.1875,4,1,0.23958333333333337,0.18493145820980822
0,gab2,0.1875,4,2,0.5208333333333334,0.18493145820980822
0,gab2,0.1875,4,3,0.5208333333333334,0.18493145820980822
0,gadd45,0.5,1,0,1.0,0.0
0,gads,0.5,1,0,1.0,0.0
0,gap,0.5,1,0,1.0,0.0
0,grb2,0.5,1,0,1.0,0.0
0,gsk3,0.5,1,0,1.0,0.0
0,hpk1,0.5,1,0,1.0,0.0
0,ikb,0.5,1,0,1.0,0.0
0,ikkab,0.25,2,0,0.625,0.0
0,ikkab,0.25,2,1,0.625,0.0
0,ikkg,0.25,2,0,0.625,0.0
0,ikkg,0.25,2,1,0.625,0.0
0,ip3,0.5,1,0,1.0,0.0
0,itk,0.125,3,0,0.41666666666666674,0.0
0,itk,0.125,3,1,0.41666666666666674,0.0
0,itk,0.125,3,2,0.41666666666666674,0.0
0,jnk,0.75,2,0,0.625,0.0
0,jnk,0.75,2,1,0.625,0.0
0,jun,0.5,1,0,1.0,0.0
0,lat,0.5,1,0,1.0,0.0
0,lckp1,0.09375,5,0,0.35677083333333326,0.16536306936739434
0,lckp1,0.09375,5,1,0.35677083333333326,0.16536306936739434
0,lckp1,0.09375,5,2,0.1640624999999999,0.16536306936739434
0,lckp1,0.09375,5,3,0.35677083333333337,0.16536306936739434
0,lckp1,0.09375,5,4,0.1640624999999999,0.16536306936739434
0,lckp2,0.25,2,0,0.625,0.0
0,lckp2,0.25,2,1,0.625,0.0
0,lckr,0.5,1,0,1.0,0.0
0,malt1,0.5,1,0,1.0,0.0
0,mek,0.5,1,0,1.0,0.0
0,mekk1,0.875,3,0,0.41666666666666663,0.0
0,mekk1,0.875,3,1,0.41666666666666663,0.0
0,mekk1,0.875,3,2,0.41666666666666663,0.0
0,mkk4,0.75,2,0,0.625,0.0
0,mkk4,0.75,2,1,0.625,0.0
0,mlk3,0.75,2,0,0.625,0.0
0,mlk3,0.75,2,1,0.625,0.0
0,nfat,0.5,1,0,1.0,0.0
0,nfkb,0.5,1,0,1.0,0.0
0,p21c,0.5,1,0,1.0,0.0
0,p27k,0.5,1,0,1.0,0.0
0,p38,0.75,3,0,0.0,0.33333325333335256
0,p38,0.75,3,1,0.625,0.33333325333335256
0,p38,0.75,3,2,0.625,0.33333325333335256
0,p70s,0.5,1,0,1.0,0.0
0,pag,0.25,2,0,0.625,0.0
0,pag,0.25,2,1,0.625,0.0
0,pdk1,0.5,1,0,1.0,0.0
0,pi3k,0.375,3,0,0.8125,0.18666663082667354
0,pi3k,0.375,3,1,0.375,0.18666663082667354
0,pi3k,0.375,3,2,0.375,0.18666663082667354
0,pip3,0.375,3,0,0.8125,0.18666663082667354
0,pip3,0.375,3,1,0.375,0.18666663082667354
0,pip3,0.375,3,2,0.375,0.18666663082667354
0,pkb,0.5,1,0,1.0,0.0
0,pkcth,0.125,3,0,0.41666666666666674,0.0
0,pkcth,0.125,3,1,0.41666666666666674,0.0
0,pkcth,0.125,3,2,0.41666666666666674,0.0
0,plcga,0.0234375,7,0,0.20234374999999927,0.1293624186727698
0,plcga,0.0234375,7,1,0.09375,0.1293624186727698
0,plcga,0.0234375,7,2,0.20234374999999993,0.1293624186727698
0,plcga,0.0234375,7,3,0.09375,0.1293624186727698
0,plcga,0.0234375,7,4,0.20234374999999982,0.1293624186727698
0,plcga,0.0234375,7,5,0.20234374999999982,0.1293624186727698
0,plcga,0.0234375,7,6,0.20234374999999982,0.1293624186727698
0,plcgb,0.5,1,0,1.0,0.0
0,pten,0.5,1,0,1.0,0.0
0,rac1p1,0.25,2,0,0.625,0.0
0,rac1p1,0.25,2,1,0.625,0.0
0,rac1p2,0.25,2,0,0.625,0.0
0,rac1p2,0.25,2,1,0.625,0.0
0,rac1r,0.5,1,0,1.0,0.0
0,raf,0.5,1,0,1.0,0.0
0,ras,0.125,3,0,0.41666666666666674,0.0
0,ras,0.125,3,1,0.41666666666666674,0.0
0,ras,0.125,3,2,0.41666666666666674,0.0
0,rasgrp,0.5,1,0,1.0,0.0
0,rlk,0.5,1,0,1.0,0.0
0,rsk,0.5,1,0,1.0,0.0
0,sh3bp2,0.25,2,0,0.625,0.0
0,sh3bp2,0.25,2,1,0.625,0.0
0,ship1,0.5,1,0,1.0,0.0
0,shp1,0.25,2,0,0.625,0.0
0,shp1,0.25,2,1,0.625,0.0
0,shp2,0.5,1,0,1.0,0.0
0,slp76,0.125,3,0,0.41666666666666674,0.0
0,slp76,0.125,3,1,0.41666666666666674,0.0
0,slp76,0.125,3,2,0.41666666666666674,0.0
0,sos,0.5,1,0,1.0,0.0
0,sre,0.75,2,0,0.625,0.0
0,sre,0.75,2,1,0.625,0.0
0,tcrb,0.25,2,0,0.625,0.0
0,tcrb,0.25,2,1,0.625,0.0
0,tcrp,0.375,3,0,0.375,0.18666663082667354
0,tcrp,0.375,3,1,0.375,0.18666663082667354
0,tcrp,0.375,3,2,0.8125,0.18666663082667354
0,vav1,0.625,3,0,0.375,0.18666663082667354
0,vav1,0.625,3,1,0.8125,0.18666663082667354
0,vav1,0.625,3,2,0.375,0.18666663082667354
0,vav3,0.5,1,0,1.0,0.0
0,xx,0.5,1,0,1.0,0.0
0,zap70,0.125,3,0,0.41666666666666674,0.0
0,zap70,0.125,3,1,0.41666666666666674,0.0
0,zap70,0.125,3,2,0.41666666666666674,0.0
0,unknown_input2,0.5,1,0,1.0,0.0
0,unknown_input,0.5,1,0,1.0,0.0
0,cd28,0.5,1,0,1.0,0.0
0,unknown_input3,0.5,1,0,1.0,0.0
0,cd4,0.5,1,0,1.0,0.0
0,lckr_input,0.5,1,0,1.0,0.0
0,tcrlig,0.5,1,0,1.0,0.0
1,AID,0.3125,4,0,0.7083333333333334,0.2469324571643782
1,AID,0.3125,4,1,0.23958333333333326,0.2469324571643782
1,AID,0.3125,4,2,0.23958333333333326,0.2469324571643782
1,AID,0.3125,4,3,0.5104166666666667,0.2469324571643782
1,Bach2,0.25,2,0,0.625,0.0
1,Bach2,0.25,2,1,0.625,0.0
1,Bcl6,0.1015625,7,0,0.06666666666666665,0.3279040872781765
1,Bcl6,0.1015625,7,1,0.3687499999999998,0.3279040872781765
1,Bcl6,0.1015625,7,2,0.3687499999999999,0.3279040872781765
1,Bcl6,0.1015625,7,3,0.3687499999999999,0.3279040872781765
1,Bcl6,0.1015625,7,4,0.06666666666666654,0.3279040872781765
1,Bcl6,0.1015625,7,5,0.13854166666666656,0.3279040872781765
1,Bcl6,0.1015625,7,6,0.13854166666666656,0.3279040872781765
1,BCR,0.5,1,0,1.0,0.0
1,Blimp1,0.109375,6,0,0.3867187500000002,0.30270257704022757
1,Blimp1,0.109375,6,1,0.3867187500000002,0.30270257704022757
1,Blimp1,0.109375,6,2,0.09505208333333337,0.30270257704022757
1,Blimp1,0.109375,6,3,0.09505208333333337,0.30270257704022757
1,Blimp1,0.109375,6,4,0.3867187500000001,0.30270257704022757
1,Blimp1,0.109375,6,5,0.09505208333333337,0.30270257704022757
1,CD40,0.5,1,0,1.0,0.0
1,ERK,0.5,1,0,1.0,0.0
1,IL_21R,0.0,0,0,1.0,0.0
1,IL_2R,0.0,0,0,1.0,0.0
1,IL_4R,0.0,0,0,1.0,0.0
1,Irf4,0.6875,4,0,0.5104166666666666,0.2469324571643782
1,Irf4,0.6875,4,1,0.23958333333333326,0.2469324571643782
1,Irf4,0.6875,4,2,0.23958333333333326,0.2469324571643782
1,Irf4,0.6875,4,3,0.7083333333333333,0.2469324571643782
1,NF_kB,0.0,0,0,1.0,0.0
1,Pax5,0.1875,4,0,0.5208333333333333,0.18493145820980814
1,Pax5,0.1875,4,1,0.5208333333333333,0.18493145820980814
1,Pax5,0.1875,4,2,0.23958333333333337,0.18493145820980814
1,Pax5,0.1875,4,3,0.23958333333333337,0.18493145820980814
1,STAT3,0.5,1,0,1.0,0.0
1,STAT5,0.5,1,0,1.0,0.0
1,STAT6,0.5,1,0,1.0,0.0
1,XBP1,0.25,2,0,0.625,0.0
1,XBP1,0.25,2,1,0.625,0.0
1,NF-kB,0.5,1,0,1.0,0.0
1,Ag,0.5,1,0,1.0,0.0
1,CD40L,0.5,1,0,1.0,0.0
1,IL-21,0.5,1,0,1.0,0.0
1,IL-21R,0.5,1,0,1.0,0.0
1,IL-2,0.5,1,0,1.0,0.0
1,IL-2R,0.5,1,0,1.0,0.0
1,IL-4,0.5,1,0,1.0,0.0
1,IL-4R,0.5,1,0,1.0,0.0
2,DAP,0.5,1,0,1.0,0.0
2,Easter,0.25,2,0,0.625,0.0
2,Easter,0.25,2,1,0.625,0.0
2,Gd,0.5,1,0,1.0,0.0
2,GNBP1,0.5,1,0,1.0,0.0
2,GNBP3,0.5,1,0,1.0,0.0
2,Grass,0.5,1,0,1.0,0.0
2,ModSP,0.9375,4,0,0.2968750000000001,9.349243373940391e-17
2,ModSP,0.9375,4,1,0.296875,9.349243373940391e-17
2,ModSP,0.9375,4,2,0.296875,9.349243373940391e-17
2,ModSP,0.9375,4,3,0.296875,9.349243373940391e-17
2,Ndl,0.5,1,0,1.0,0.0
2,PGRP_SA,0.5,1,0,1.0,0.0
2,PGRP_SD,0.5,1,0,1.0,0.0
2,Psh,0.25,2,0,0.625,0.0
2,Psh,0.25,2,1,0.625,0.0
2,Snk,0.5,1,0,1.0,0.0
2,Spd,0.5,1,0,1.0,0.0
2,SPE,0.96875,5,0,0.22499999999999976,2.1711018387772677e-16
2,SPE,0.96875,5,1,0.22499999999999987,2.1711018387772677e-16
2,SPE,0.96875,5,2,0.22499999999999987,2.1711018387772677e-16
2,SPE,0.96875,5,3,0.22499999999999998,2.1711018387772677e-16
2,SPE,0.96875,5,4,0.22499999999999998,2.1711018387772677e-16
2,Sphinx,0.5,1,0,1.0,0.0
2,Spirit,0.5,1,0,1.0,0.0
2,Spz,0.5,1,0,1.0,0.0
2,Viru_Fact,0.75,2,0,0.625,0.0
2,Viru_Fact,0.75,2,1,0.625,0.0
2,GramN_Bact,0.5,1,0,1.0,0.0
2,Pipe,0.5,1,0,1.0,0.0
2,GramP_Bact,0.5,1,0,1.0,0.0
2,Fungi,0.5,1,0,1.0,0.0
2,DV_patterning,0.5,1,0,1.0,0.0
2,Nec,0.5,1,0,1.0,0.0
3,AP1,0.25,2,0,0.625,0.0
3,AP1,0.25,2,1,0.625,0.0
3,Ca,0.5,1,0,1.0,0.0
3,Calcin,0.5,1,0,1.0,0.0
3,cCbl,0.5,1,0,1.0,0.0
3,CRE,0.5,1,0,1.0,0.0
3,CREB,0.5,1,0,1.0,0.0
3,DAG,0.5,1,0,1.0,0.0
3,ERK,0.5,1,0,1.0,0.0
3,Fos,0.5,1,0,1.0,0.0
3,Fyn,0.375,3,0,0.8125,0.18666663082667354
3,Fyn,0.375,3,1,0.375,0.18666663082667354
3,Fyn,0.375,3,2,0.375,0.18666663082667354
3,Gads,0.5,1,0,1.0,0.0
3,Grb2Sos,0.5,1,0,1.0,0.0
3,IkB,0.5,1,0,1.0,0.0
3,IKKbeta,0.5,1,0,1.0,0.0
3,IP3,0.5,1,0,1.0,0.0
3,Itk,0.25,2,0,0.625,0.0
3,Itk,0.25,2,1,0.625,0.0
3,JNK,0.5,1,0,1.0,0.0
3,Jun,0.5,1,0,1.0,0.0
3,LAT,0.5,1,0,1.0,0.0
3,Lck,0.125,3,0,0.41666666666666674,0.0
3,Lck,0.125,3,1,0.41666666666666674,0.0
3,Lck,0.125,3,2,0.41666666666666674,0.0
3,MEK,0.5,1,0,1.0,0.0
3,NFAT,0.5,1,0,1.0,0.0
3,Nfkb,0.5,1,0,1.0,0.0
3,PAGCsk,0.5,2,0,1.0,0.4999999000000199
3,PAGCsk,0.5,2,1,0.0,0.4999999000000199
3,PKCth,0.5,1,0,1.0,0.0
3,PLCg_act,0.09375,5,0,0.1640625,0.1653630693673942
3,PLCg_act,0.09375,5,1,0.35677083333333337,0.1653630693673942
3,PLCg_act,0.09375,5,2,0.1640625,0.1653630693673942
3,PLCg_act,0.09375,5,3,0.35677083333333337,0.1653630693673942
3,PLCg_act,0.09375,5,4,0.35677083333333337,0.1653630693673942
3,PLCg_bind,0.5,1,0,1.0,0.0
3,Raf,0.5,1,0,1.0,0.0
3,Ras,0.75,2,0,0.625,0.0
3,Ras,0.75,2,1,0.625,0.0
3,RasGRP1,0.25,2,0,0.625,0.0
3,RasGRP1,0.25,2,1,0.625,0.0
3,Rlk,0.5,1,0,1.0,0.0
3,Rsk,0.5,1,0,1.0,0.0
3,SEK,0.5,1,0,1.0,0.0
3,SLP76,0.5,1,0,1.0,0.0
3,TCRbind,0.25,2,0,0.625,0.0
3,TCRbind,0.25,2,1,0.625,0.0
3,TCRphos,0.5,1,0,1.0,0.0
3,ZAP70,0.125,3,0,0.41666666666666674,0.0
3,ZAP70,0.125,3,1,0.41666666666666674,0.0
3,ZAP70,0.125,3,2,0.41666666666666674,0.0
3,CD45,0.5,1,0,1.0,0.0
3,CD8,0.5,1,0,1.0,0.0
3,TCRlig,0.5,1,0,1.0,0.0
4,AgAb,0.375,3,0,0.8125,0.18666663082667354
4,AgAb,0.375,3,1,0.375,0.18666663082667354
4,AgAb,0.375,3,2,0.375,0.18666663082667354
4,AP,0.078125,6,0,0.24843749999999998,0.19250081745211986
4,AP,0.078125,6,1,0.3208333333333333,0.19250081745211986
4,AP,0.078125,6,2,0.12031250000000004,0.19250081745211986
4,AP,0.078125,6,3,0.12031250000000004,0.19250081745211986
4,AP,0.078125,6,4,0.3208333333333333,0.19250081745211986
4,AP,0.078125,6,5,0.3208333333333333,0.19250081745211986
4,Bb,0.25,2,0,0.625,0.0
4,Bb,0.25,2,1,0.625,0.0
4,BC,0.75,2,0,0.625,0.0
4,BC,0.75,2,1,0.625,0.0
4,C,0.4375,4,0,0.5,0.0
4,C,0.4375,4,1,0.5,0.0
4,C,0.4375,4,2,0.5,0.0
4,C,0.4375,4,3,0.5,0.0
4,DCI,0.375,3,0,0.8125,0.18666663082667354
4,DCI,0.375,3,1,0.375,0.18666663082667354
4,DCI,0.375,3,2,0.375,0.18666663082667354
4,DCII,0.5,1,0,1.0,0.0
4,DP,0.25,2,0,0.625,0.0
4,DP,0.25,2,1,0.625,0.0
4,EC,0.5,1,0,1.0,0.0
4,IFNgI,0.40625,5,0,0.3125,0.35764695784085887
4,IFNgI,0.40625,5,1,0.14583333333333337,0.35764695784085887
4,IFNgI,0.40625,5,2,0.8541666666666666,0.35764695784085887
4,IFNgI,0.40625,5,3,0.3125,0.35764695784085887
4,IFNgI,0.40625,5,4,0.14583333333333337,0.35764695784085887
4,IFNgII,0.5,1,0,1.0,0.0
4,IgA,0.375,3,0,0.375,0.18666663082667354
4,IgA,0.375,3,1,0.8125,0.18666663082667354
4,IgA,0.375,3,2,0.375,0.18666663082667354
4,IgG,0.75,2,0,0.625,0.0
4,IgG,0.75,2,1,0.625,0.0
4,IL10I,0.8125,4,0,0.5208333333333333,0.1849314582098081
4,IL10I,0.8125,4,1,0.23958333333333337,0.1849314582098081
4,IL10I,0.8125,4,2,0.23958333333333337,0.1849314582098081
4,IL10I,0.8125,4,3,0.5208333333333333,0.1849314582098081
4,IL10II,0.5,1,0,1.0,0.0
4,IL12I,0.125,3,0,0.41666666666666674,0.0
4,IL12I,0.125,3,1,0.41666666666666674,0.0
4,IL12I,0.125,3,2,0.41666666666666674,0.0
4,IL12II,0.125,3,0,0.41666666666666674,0.0
4,IL12II,0.125,3,1,0.41666666666666674,0.0
4,IL12II,0.125,3,2,0.41666666666666674,0.0
4,IL4I,0.5,1,0,1.0,0.0
4,IL4II,0.15625,5,0,0.1640625,0.22352934163785368
4,IL4II,0.15625,5,1,0.4609375,0.22352934163785368
4,IL4II,0.15625,5,2,0.4609375,0.22352934163785368
4,IL4II,0.15625,5,3,0.1640624999999999,0.22352934163785368
4,IL4II,0.15625,5,4,0.34375,0.22352934163785368
4,MPI,0.375,3,0,0.8125,0.18666663082667354
4,MPI,0.375,3,1,0.375,0.18666663082667354
4,MPI,0.375,3,2,0.375,0.18666663082667354
4,NE,0.5,1,0,1.0,0.0
4,Oag,0.5,1,0,1.0,0.0
4,PH,0.25,2,0,0.625,0.0
4,PH,0.25,2,1,0.625,0.0
4,PIC,0.4375,4,0,0.23958333333333337,0.3076922319526813
4,PIC,0.4375,4,1,0.23958333333333337,0.3076922319526813
4,PIC,0.4375,4,2,0.23958333333333337,0.3076922319526813
4,PIC,0.4375,4,3,0.90625,0.3076922319526813
4,T0,0.5,1,0,1.0,0.0
4,Th1I,0.5,1,0,1.0,0.0
4,Th1II,0.125,3,0,0.41666666666666674,0.0
4,Th1II,0.125,3,1,0.41666666666666674,0.0
4,Th1II,0.125,3,2,0.41666666666666674,0.0
4,Th2I,0.5,1,0,1.0,0.0
4,Th2II,0.125,3,0,0.41666666666666674,0.0
4,Th2II,0.125,3,1,0.41666666666666674,0.0
4,Th2II,0.125,3,2,0.41666666666666674,0.0
4,TrI,0.5,1,0,1.0,0.0
4,TrII,0.25,2,0,0.625,0.0
4,TrII,0.25,2,1,0.625,0.0
4,TTSSI,0.125,3,0,0.41666666666666674,0.0
4,TTSSI,0.125,3,1,0.41666666666666674,0.0
4,TTSSI,0.125,3,2,0.41666666666666674,0.0
4,TTSSII,0.5,1,0,1.0,0.0
5,ACE2,0.5,1,0,1.0,0.0
5,CLN3,0.0625,4,0,0.296875,9.349243373940391e-17
5,CLN3,0.0625,4,1,0.296875,9.349243373940391e-17
5,CLN3,0.0625,4,2,0.2968750000000001,9.349243373940391e-17
5,CLN3,0.0625,4,3,0.2968750000000001,9.349243373940391e-17
5,HCM1,0.25,2,0,0.625,0.0
5,HCM1,0.25,2,1,0.625,0.0
5,MBF,0.5,1,0,1.0,0.0
5,SBF,0.1875,4,0,0.23958333333333337,0.18493145820980822
5,SBF,0.1875,4,1,0.23958333333333337,0.18493145820980822
5,SBF,0.1875,4,2,0.5208333333333334,0.18493145820980822
5,SBF,0.1875,4,3,0.5208333333333334,0.18493145820980822
5,SFF,0.25,2,0,0.625,0.0
5,SFF,0.25,2,1,0.625,0.0
5,SWI5,0.5,1,0,1.0,0.0
5,YHP1,0.75,2,0,0.625,0.0
5,YHP1,0.75,2,1,0.625,0.0
5,YOX1,0.25,2,0,0.625,0.0
5,YOX1,0.25,2,1,0.625,0.0
6,Cdc14,0.25,2,0,0.625,0.0
6,Cdc14,0.25,2,1,0.625,0.0
6,Cdc20,0.125,3,0,0.41666666666666674,0.0
6,Cdc20,0.125,3,1,0.41666666666666674,0.0
6,Cdc20,0.125,3,2,0.41666666666666674,0.0
6,Cdh1,0.5625,4,0,0.90625,0.3076922319526814
6,Cdh1,0.5625,4,1,0.23958333333333326,0.3076922319526814
6,Cdh1,0.5625,4,2,0.23958333333333326,0.3076922319526814
6,Cdh1,0.5625,4,3,0.23958333333333326,0.3076922319526814
6,Clb2,0.21875,5,0,0.3614583333333333,0.19303262616491462
6,Clb2,0.21875,5,1,0.3614583333333333,0.19303262616491462
6,Clb2,0.21875,5,2,0.5005208333333333,0.19303262616491462
6,Clb2,0.21875,5,3,0.15468749999999998,0.19303262616491462
6,Clb2,0.21875,5,4,0.5505208333333333,0.19303262616491462
6,Clb5,0.125,3,0,0.41666666666666663,5.92118804358237e-17
6,Clb5,0.125,3,1,0.41666666666666674,5.92118804358237e-17
6,Clb5,0.125,3,2,0.41666666666666674,5.92118804358237e-17
6,Cln2,0.25,2,0,0.625,0.0
6,Cln2,0.25,2,1,0.625,0.0
6,Cln3,0.25,2,0,0.625,0.0
6,Cln3,0.25,2,1,0.625,0.0
6,FEAR,0.5,1,0,1.0,0.0
6,MEN,0.25,2,0,0.625,0.0
6,MEN,0.25,2,1,0.625,0.0
6,SFF,0.5,1,0,1.0,0.0
6,Sic1,0.4375,6,0,0.8294270833333334,0.23975630648964236
6,Sic1,0.4375,6,1,0.25390625,0.23975630648964236
6,Sic1,0.4375,6,2,0.2539062499999999,0.23975630648964236
6,Sic1,0.4375,6,3,0.2539062499999999,0.23975630648964236
6,Sic1,0.4375,6,4,0.38020833333333337,0.23975630648964236
6,Sic1,0.4375,6,5,0.38020833333333337,0.23975630648964236
6,SMBF,0.25,2,0,0.625,0.0
6,SMBF,0.25,2,1,0.625,0.0
6,Swe1,0.5,1,0,1.0,0.0
6,Swi5,0.0625,4,0,0.296875,9.349243373940391e-17
6,Swi5,0.0625,4,1,0.296875,9.349243373940391e-17
6,Swi5,0.0625,4,2,0.2968750000000001,9.349243373940391e-17
6,Swi5,0.0625,4,3,0.2968750000000001,9.349243373940391e-17
6,Whi5,0.625,3,0,0.375,0.18666663082667354
6,Whi5,0.625,3,1,0.375,0.18666663082667354
6,Whi5,0.625,3,2,0.8125,0.18666663082667354
6,Yhp1,0.5,1,0,1.0,0.0
6,SpindleCP,0.5,1,0,1.0,0.0
6,Start,0.5,1,0,1.0,0.0
6,Size,0.5,1,0,1.0,0.0
6,BuddingCP,0.5,1,0,1.0,0.0
7,ci,0.5,1,0,1.0,0.0
7,CIA,0.375,3,0,0.8125,0.18666663082667354
7,CIA,0.375,3,1,0.375,0.18666663082667354
7,CIA,0.375,3,2,0.375,0.18666663082667354
7,CIR,0.125,3,0,0.41666666666666674,0.0
7,CIR,0.125,3,1,0.41666666666666674,0.0
7,CIR,0.125,3,2,0.41666666666666674,0.0
7,CI_protein,0.5,1,0,1.0,0.0
7,en,0.25,2,0,0.625,0.0
7,en,0.25,2,1,0.625,0.0
7,EN_protein,0.5,1,0,1.0,0.0
7,hh,0.25,2,0,0.625,0.0
7,hh,0.25,2,1,0.625,0.0
7,HH_protein,0.5,1,0,1.0,0.0
7,PH,0.25,2,0,0.625,0.0
7,PH,0.25,2,1,0.625,0.0
7,ptc,0.375,3,0,0.8125,0.18666663082667354
7,ptc,0.375,3,1,0.375,0.18666663082667354
7,ptc,0.375,3,2,0.375,0.18666663082667354
7,PTC_protein,0.625,3,0,0.375,0.18666663082667354
7,PTC_protein,0.625,3,1,0.375,0.18666663082667354
7,PTC_protein,0.625,3,2,0.8125,0.18666663082667354
7,SMO,0.5,2,0,0.0,0.4999999000000199
7,SMO,0.5,2,1,1.0,0.4999999000000199
7,wg,0.25,4,0,0.42708333333333337,0.07231403428727867
7,wg,0.25,4,1,0.609375,0.07231403428727867
7,wg,0.25,4,2,0.42708333333333337,0.07231403428727867
7,wg,0.25,4,3,0.42708333333333337,0.07231403428727867
7,WG_protein,0.5,1,0,1.0,0.0
7,hh_external,0.5,1,0,1.0,0.0
7,SLP,0.5,1,0,1.0,0.0
7,WG_external,0.5,1,0,1.0,0.0
8,Aop,0.5,1,0,1.0,0.0
8,Btl,0.5,1,0,1.0,0.0
8,Drk,0.25,2,0,0.625,0.0
8,Drk,0.25,2,1,0.625,0.0
8,Dsor1,0.5,1,0,1.0,0.0
8,Gap,0.5,1,0,1.0,0.0
8,Htl,0.75,2,0,0.625,0.0
8,Htl,0.75,2,1,0.625,0.0
8,PLCg,0.5,1,0,1.0,0.0
8,Pnt,0.5,1,0,1.0,0.0
8,Raf,0.0625,4,0,0.296875,0.0
8,Raf,0.0625,4,1,0.296875,0.0
8,Raf,0.0625,4,2,0.296875,0.0
8,Raf,0.0625,4,3,0.296875,0.0
8,Ras,0.5,3,0,0.0,0.6666664666667265
8,Ras,0.5,3,1,1.0,0.6666664666667265
8,Ras,0.5,3,2,0.0,0.6666664666667265
8,Rl,0.25,2,0,0.625,0.0
8,Rl,0.25,2,1,0.625,0.0
8,Sos,0.5,1,0,1.0,0.0
8,Stumps,0.75,2,0,0.625,0.0
8,Stumps,0.75,2,1,0.625,0.0
8,Targets,0.25,2,0,0.625,0.0
8,Targets,0.25,2,1,0.625,0.0
8,Bnl,0.5,1,0,1.0,0.0
8,Csw,0.5,1,0,1.0,0.0
8,Pyr,0.5,1,0,1.0,0.0
8,Ths,0.5,1,0,1.0,0.0
8,Cnk,0.5,1,0,1.0,0.0
8,Ksr,0.5,1,0,1.0,0.0
8,Src42,0.5,1,0,1.0,0.0
8,Sty,0.5,1,0,1.0,0.0
8,Msk,0.5,1,0,1.0,0.0
9,Akt,0.5,1,0,1.0,0.0
9,ARE,0.4375,4,0,0.23958333333333337,0.3076922319526813
9,ARE,0.4375,4,1,0.23958333333333337,0.3076922319526813
9,ARE,0.4375,4,2,0.23958333333333337,0.3076922319526813
9,ARE,0.4375,4,3,0.90625,0.3076922319526813
9,ATM,0.5,1,0,1.0,0.0
9,Bach1,0.5,1,0,1.0,0.0
9,Bad,0.5,1,0,1.0,0.0
9,Bcl2,0.25,2,0,0.625,0.0
9,Bcl2,0.25,2,1,0.625,0.0
9,GSK3b,0.5,1,0,1.0,0.0
9,Keap1,0.3125,4,0,0.7083333333333334,0.24693245716437814
9,Keap1,0.3125,4,1,0.5104166666666667,0.24693245716437814
9,Keap1,0.3125,4,2,0.23958333333333337,0.24693245716437814
9,Keap1,0.3125,4,3,0.23958333333333337,0.24693245716437814
9,Mdm2,0.375,3,0,0.8125,0.18666663082667354
9,Mdm2,0.375,3,1,0.375,0.18666663082667354
9,Mdm2,0.375,3,2,0.375,0.18666663082667354
9,Nrf2,0.875,3,0,0.41666666666666663,5.92118804358237e-17
9,Nrf2,0.875,3,1,0.41666666666666674,5.92118804358237e-17
9,Nrf2,0.875,3,2,0.41666666666666674,5.92118804358237e-17
9,p53,0.25,2,0,0.625,0.0
9,p53,0.25,2,1,0.625,0.0
9,PI3K,0.5,1,0,1.0,0.0
9,PIP2,0.5,1,0,1.0,0.0
